0,1,2,3
0.8500000000000002,0.25000000000000006,0.9000000000000002,0.30000000000000004
0.30000000000000004,0.40000000000000013,0.35000000000000003,0.4500000000000001
0.20000000000000004,0.45000000000000007,0.25000000000000006,0.5000000000000001
0.1,0.7000000000000002,0.15000000000000002,0.7500000000000002
0.20000000000000004,0.6500000000000001,0.25000000000000006,0.7000000000000002
0.7500000000000002,0.45000000000000007,0.8000000000000003,0.5000000000000001
0.15000000000000002,0.5000000000000001,0.2,0.5500000000000002
0.25000000000000006,0.25000000000000006,0.30000000000000004,0.30000000000000004
0.45000000000000007,0.8500000000000002,0.5000000000000001,0.9000000000000002
0.5000000000000001,0.15000000000000002,0.5500000000000002,0.2
0.30000000000000004,0.15000000000000002,0.35000000000000003,0.2
0.7000000000000002,0.3500000000000001,0.7500000000000002,0.4000000000000001
0.3500000000000001,0.6000000000000002,0.4000000000000001,0.6500000000000002
0.6500000000000001,0.40000000000000013,0.7000000000000002,0.4500000000000001
0.5500000000000002,0.5500000000000002,0.6000000000000002,0.6000000000000002
0.7000000000000002,0.5000000000000001,0.7500000000000002,0.5500000000000002
0.45000000000000007,0.1,0.5000000000000001,0.15000000000000002
0.7000000000000002,0.15000000000000002,0.7500000000000002,0.2
0.6000000000000002,0.20000000000000004,0.6500000000000002,0.25000000000000006
0.7500000000000002,0.3500000000000001,0.8000000000000003,0.4000000000000001
0.7000000000000002,0.6000000000000002,0.7500000000000002,0.6500000000000002
0.5000000000000001,0.45000000000000007,0.5500000000000002,0.5000000000000001
0.45000000000000007,0.6000000000000002,0.5000000000000001,0.6500000000000002
0.25000000000000006,0.8500000000000002,0.30000000000000004,0.9000000000000002
0.5500000000000002,0.1,0.6000000000000002,0.15000000000000002
0.7500000000000002,0.15000000000000002,0.8000000000000003,0.2
0.3500000000000001,0.1,0.4000000000000001,0.15000000000000002
0.1,0.45000000000000007,0.15000000000000002,0.5000000000000001
0.45000000000000007,0.7500000000000002,0.5000000000000001,0.8000000000000003
0.5500000000000002,0.30000000000000004,0.6000000000000002,0.35000000000000003
